Flota,Ano,CONCEPTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SET,OCT,NOV,DIC,PROMEDIO
Artesanal,2006,CLASIFICADO,724.95,801.35,1030.82,938.03,829.6,816.62,1152.38,895.6,904.19,969.21,986.91,791.89,903.46
Artesanal,2006,CHATARRA,243.51,286.16,232.16,268.45,273.55,283.19,284.47,303.43,318.48,461.07,582.61,421.82,329.91
Artesanal,2006,AGRIA COLA,543.55,545.3,563.3,597.74,582.73,601.29,739.58,681.57,794.34,745.19,668.7,745.01,650.69
Artesanal,2006,CABRILLA,1608.63,1604.69,1925.39,1995.2,1746.06,1564.11,1702.45,1724.85,1839.93,1977.18,2146.63,2158.35,1832.79
Artesanal,2006,PARGO SEDA,1178.01,1266.61,1481.23,1616.98,1501.13,1296.32,1377.95,1401.63,1291.93,1324.78,1147.09,1469.36,1362.75
Artesanal,2006,DORADO,837.78,1114.26,1961.55,1935.54,2615.4,1945.55,1805.07,2086.22,2176.04,1556.38,1097.37,1065.94,1683.09
Artesanal,2006,MARLIN BLCO.,1358.04,1377.74,1595.11,1727.66,1837.15,1793.82,1338.22,1334.17,1260.34,1255.26,1420.48,1527.07,1485.42
Artesanal,2006,MARLIN ROS.,651.55,682.86,825.73,909.39,983.33,798.76,816.88,763.92,638.44,724.87,901.19,894.72,799.3
Artesanal,2006,TREACHER,409.6,428.68,576.2,529.08,514,781.32,417.58,370.04,437.92,443.97,449.52,538.71,491.39
Artesanal,2006,PEZ VELA,449.13,370.88,462.77,585.98,582.29,696.77,452.28,391.9,417.79,522.22,603.66,643.84,514.96
Artesanal,2006,PEZ ESPADA,2308.47,2058.97,2665.34,2496.75,2478.71,2166.78,2173.78,2150.44,2055.75,1816.66,2023.33,1667.61,2171.88
Artesanal,2006,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,2006,SARDINA,75.77,159.26,91.6,119.75,111.02,113.53,100,,,,150,130,116.77
Artesanal,2006,ATUN,1464.09,2356.44,2279.35,1962.34,1693.86,1747.99,1977.94,2571.56,2121.6,2734.41,2511.86,1471.13,2074.38
Artesanal,2006,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,2006,CAZON,944.93,923.89,1070,1013.17,868.25,658.82,808.5,943.69,928.9,984.2,1036.04,1333.23,959.47
Artesanal,2006,POSTA,749.15,605.06,640.14,556.55,587.93,544.84,561.19,697.62,577.8,559.7,1325.7,763.83,680.79
Artesanal,2006,MACO,351.21,254.79,,448.64,436.04,500,500,370,,,754.95,526.77,460.27
Artesanal,2006,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,2006,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,2006,CAMARON BLCO.,4151.86,4774.13,4947.29,5167.18,5156.7,7385.98,6305.41,5233.76,5240.25,5175.56,4252.39,4211.78,5166.86
Artesanal,2006,CAMARON CAFE,,,,,,,,,,,4601.61,,4601.61
Artesanal,2006,CAMARON ROSADO,2100.56,,,,,1764.42,1500,2833.33,2194.93,2094.9,2499.03,2693.07,2210.03
Artesanal,2006,CAMARON FIDEL,,,,,,,,,,,,1807,1807
Artesanal,2006,CAMARON CAMELLO,,,,,,,,,,,,1540.7,1540.7
Artesanal,2006,CAMARON REAL,,,,,,,,,,,,1400,1400
Artesanal,2006,CAMARON TITI,1000.27,,,,,600,1125.88,792.18,629.87,679.55,929.01,1098.77,856.94
Artesanal,2006,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,2006,LANG PACIFICA (CTE),6637.95,5726.35,9677.77,8086.76,8809.11,9419.96,7994.1,8414.79,10205.4,9854.02,8366.27,5590.94,8231.95
Artesanal,2006,LANG CARIBE,4000,4080.59,4088.12,,,,,,,,,,4056.24
Artesanal,2006,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,2006,CALAMAR,,,,,587.55,,307.83,367.63,,,,574.64,459.41
Artesanal,2006,PULPO,2359.28,2205.19,2335.12,1643.65,1435,1355.89,1302.31,1124.91,1163.94,1204.77,1475.56,1757.56,1613.6
Artesanal,2006,PIANGUAS,1875.25,1891.94,1783.85,1943.84,1786.53,1962.06,1143.16,1862.93,1966.97,1989.48,1992.95,1967.6,1847.21
Artesanal,2006,CAMBUTE,,,,,,,,,,,,,
Artesanal,2006,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,2006,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,2006,ALETA TIBURON,8707.66,4015.14,7138.18,8215.37,9432.62,4258.25,6628.02,5450.95,6680.5,13991.1,5827.41,5942.46,7190.64
Artesanal,2006,FILET,1500,1500,1300,1425.31,1855.37,1200,1413.33,1500,,,2189.88,2700.33,1658.42
Artesanal,2006,BUCHE,,,,,,,,,,,,,
Artesanal,2006,CANGREJO,431.58,697.24,350,408.67,341.62,410,411.11,360.58,,,406.14,840.95,465.79
Artesanal,2007,PRIMERA GDE.,1718.07,1811.76,1802.86,1783.07,1899.16,1894.45,1911.96,1628.29,1570.71,1638.9,1784.38,1729.44,1764.42
Artesanal,2007,PRIMERA PEQ.,1710.78,1668.45,1675.99,1796.88,1881.06,1948.92,1776.3,1716.76,1746.09,2020.7,2031.31,2008.4,1831.8
Artesanal,2007,CLASIFICADO,770.22,965.09,978.9,915.89,1102.42,1018.77,1052.71,1049.37,1003.84,1129.4,1012.31,1059.94,1004.91
Artesanal,2007,CHATARRA,321.46,368.2,364.38,377.01,376.64,379.63,336.95,323.5,322.09,334.5,663.81,627.74,399.66
Artesanal,2007,AGRIA COLA,677.2,718.26,754.27,775.77,777.95,827.83,790.26,779.27,770.21,783.2,775.86,763.81,766.16
Artesanal,2007,CABRILLA,2269.21,2180.34,2239.97,2139.4,2026,2010.56,2077.24,2142.18,2272.49,2132.7,2319.28,2017.53,2152.24
Artesanal,2007,PARGO SEDA,1468.13,1592.96,1642.97,1796.02,1422.84,1566.87,1530.74,1428.34,1426.76,1621.7,1807.94,1939.67,1603.75
Artesanal,2007,DORADO,1203.89,1330.88,2130.43,2985.21,2529.89,3297.87,3076.54,3112.96,2647.78,1887.9,1233.62,1133.7,2214.22
Artesanal,2007,MARLIN BLCO.,1697.41,1676.03,1950.83,2057.86,1947.83,1672.17,1373.82,1349.35,1526.5,1776.4,2047.25,1755.85,1735.94
Artesanal,2007,MARLIN ROS.,1021.03,1184.81,1199.37,1223.72,1064.85,913.42,913.36,823,840.15,791.36,874.79,996.95,987.23
Artesanal,2007,TREACHER,612.61,543.39,734.87,1362.25,448.72,384.16,377.09,313.61,369.22,393.84,422.32,383.88,528.83
Artesanal,2007,PEZ VELA,653.39,711.34,760.92,687.77,586.15,592.59,516.49,378.92,464.94,381.15,368.79,471.54,547.83
Artesanal,2007,PEZ ESPADA,2064.74,2728.48,3172.68,2541.85,2695.79,3019.39,3157.55,3243.05,2676.99,2487.1,2790.95,2068.6,2720.6
Artesanal,2007,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,2007,SARDINA,130,132,120.51,,191.5,200,,123,,,200,196.83,161.73
Artesanal,2007,ATUN,1088.32,1758.34,1753.28,1745.51,2365.96,2119.8,2130.2,2100.03,1932.99,1874.8,1599.44,1898.76,1863.95
Artesanal,2007,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,2007,CAZON,1026.55,1067.24,1046.75,958.49,690.64,718.6,837.24,891.63,936.06,719.47,829.34,895.07,884.76
Artesanal,2007,POSTA,737.54,773.2,731.11,547.45,523.4,456.16,489.26,609.77,649.96,463.34,608.83,641.93,602.66
Artesanal,2007,MACO,859.25,564.2,,546.47,959.94,357.49,648.79,388.94,658.7,733.04,524.87,391.54,603.02
Artesanal,2007,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,2007,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,2007,CAMARON BLCO.,4672.62,5962.42,1353.78,3305.94,3300.1,4476.28,4482.69,4700.1,4543.1,4339.6,4858.55,4558.1,4212.77
Artesanal,2007,CAMARON CAFE,,,,,,,,,,,,,
Artesanal,2007,CAMARON ROSADO,4000,2969.89,2500,2337.08,2000,2195.21,2220.59,2093.15,2185.95,2448.04,3534.9,2782.01,2605.57
Artesanal,2007,CAMARON FIDEL,2200,3600,,,,,,,,,,,2900
Artesanal,2007,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,2007,CAMARON REAL,,,,,,,,,,,,,
Artesanal,2007,CAMARON TITI,1663.16,1111.79,794.5,880.72,833.65,1394.13,1193.34,1521.51,1637.93,1652.55,2277.7,1507.31,1372.36
Artesanal,2007,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,2007,LANG PACIFICA (CTE),6925.03,6121.71,6385.24,6534.21,5885.69,6091.45,6027.97,6417.15,5377.53,6334.15,5545.17,6595.25,6186.71
Artesanal,2007,LANG CARIBE,5907.21,5779.19,6000,,,5611.11,6794.36,6461.33,6921.53,6481.7,6089.76,6810.31,6285.65
Artesanal,2007,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,2007,CALAMAR,2224.04,607.67,,,1080.57,1724.26,500,525,1000,700,760.33,987.01,1010.89
Artesanal,2007,PULPO,2071.5,2172.67,2561.4,2612.44,2456.66,1844.23,1378.34,1200.82,1300.2,1467.96,1828.03,1808.93,1891.93
Artesanal,2007,PIANGUAS,2016.77,1960.29,,1977.68,1954.01,1866.75,1986.47,1865.25,2552.25,2719.44,2319.84,2450,2151.7
Artesanal,2007,CAMBUTE,,,,,,,,,,,,,
Artesanal,2007,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,2007,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,2007,ALETA TIBURON,6544.18,7860.2,9624.67,8176.88,12403.72,7365.17,6868.91,6776.29,8827.42,7514.12,9958.37,4152.3,8006.02
Artesanal,2007,FILET,,2512.77,2436.89,2482.67,2166.13,2494.7,2320,2572.12,2635.69,2733.3,,3000,2535.43
Artesanal,2007,BUCHE,,,,,,,,,,,,,
Artesanal,2007,CANGREJO,490.22,353.88,,1000,1000,1392.69,1000,,,450,,,812.4
Artesanal,2007,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,2007,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,2007,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,2007,PRIMERA GDE.,1634.29,1805.11,,2000,2000,1659.74,1655.17,1430.35,1500,1700,,1446.73,1683.14
Industrial,2007,PRIMERA PEQ.,1377.86,1327.31,881.26,1669.92,1533.52,1322.05,1404.01,1242.88,1318.44,1240.91,1312.33,1676.04,1358.88
Industrial,2007,CLASIFICADO,905.27,892.64,957.7,1030.3,1016.13,986.09,941.25,861.04,880.75,936.29,898.34,982.75,940.71
Industrial,2007,CHATARRA,325.74,328.83,414.5,407.06,388.31,430.55,368.47,237.54,333.12,388.38,390.69,380.81,366.17
Industrial,2007,AGRIA COLA,855.1,,,,,,100,,,,,,477.55
Industrial,2007,CABRILLA,1623.15,1868.21,2037.62,1805.54,1751.1,1877.16,1810.96,1570.7,1947.14,2316.56,1965.04,2007.58,1881.73
Industrial,2007,PARGO SEDA,1730.51,,,,,,,,,,500,,1115.26
Industrial,2007,DORADO,,,,,,,,,,,,,#¡DIV/0!
Industrial,2007,MARLIN BLCO.,,,,,,,,,,,,,
Industrial,2007,MARLIN ROS.,,,,,,,,,,,,,
Industrial,2007,TREACHER,,,,,,,,,,,,,
Industrial,2007,PEZ VELA,,,,,,,,,,,,,
Industrial,2007,PEZ ESPADA,,,,,,,,,,,,,
Industrial,2007,TOT PESC EVIS (1),,,,,,,,,,,,,
Industrial,2007,SARDINA,65.44,68.9,68.55,69.27,69.88,81.98,98.42,75.58,84.51,81.78,90.46,94.3,79.09
Industrial,2007,ATUN,212.04,180,300,275,243.6,288.09,272.5,275,275,250,,,257.12
Industrial,2007,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,2007,CAZON,210.11,541.8,636.8,658.46,671.83,736.76,721.41,701.21,644.44,798.43,693.33,700,642.88
Industrial,2007,POSTA,,,,,,200,,450,,,,,325
Industrial,2007,MACO,,,,,,,,,,,,,
Industrial,2007,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,2007,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,2007,CAMARON BLCO.,7371.96,7458.04,10181.2,10263.06,9588.11,8410.73,7145.04,6712.92,6590.68,6742.97,7445.75,6921.88,7902.7
Industrial,2007,CAMARON CAFE,5227.39,7143,11978.5,3824.25,9843.03,7377.32,7000,4656.76,2731.33,,6038.32,,6581.99
Industrial,2007,CAMARON ROSADO,2568.72,2801.83,2706.5,2702.46,2731.52,2646.06,2549.39,2537.49,,2513.12,2670.48,2602.02,2639.05
Industrial,2007,CAMARON FIDEL,1867.63,2298.42,2818.04,2245.3,2000.89,1859.87,1957.87,1805.18,1872.57,1963.67,1868.28,1975.25,2044.41
Industrial,2007,CAMARON CAMELLO,1026.58,1155.04,1199.1,911.99,1125.63,1167.3,1133.16,1124.01,637.01,1114.41,1034.48,1044.26,1056.08
Industrial,2007,CAMARON REAL,488.92,,1199.94,1197.21,1200.07,1200.11,,1200,,1200,1500,1407.52,1177.09
Industrial,2007,CAMARON TITI,1707.74,2109.33,1935.47,1915.16,1611.03,1405.36,1308.27,1185.75,1027.47,981.38,1163.62,1172.36,1460.25
Industrial,2007,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,2007,LANG PACIFICA (CTE),,,,,,,,,,,3404.05,,3404.05
Industrial,2007,LANG CARIBE,,,,,,,,,,,,,
Industrial,2007,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,2007,CALAMAR,500,,423.83,,,416.88,300,,350,,,310.37,383.51
Industrial,2007,PULPO,,,,,,,,,,,,,
Industrial,2007,PIANGUAS,,,,,,,,,,,,,
Industrial,2007,CAMBUTE,,,,,,,,,,,,,
Industrial,2007,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,2007,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,2007,ALETA TIBURON,,,,,,,,,,,,,
Industrial,2007,FILET,,,,,1500,,,,,,,,
Industrial,2007,BUCHE,,,,,,,,,,,,,
Industrial,2007,CANGREJO,580,,580,,,,,,300,,,,486.67
Artesanal,2008,PRIMERA GDE.,1757,1911,2008,2004,1982,1932,1733,1699,1820,1983,1969,1878,1903
Artesanal,2008,PRIMERA PEQ.,1456,1407,1613,1563,1621,1511,1397,1455,1580,1766,1722,1501,1529
Artesanal,2008,CLASIFICADO,710,695,775,782,850,884,835,873,863,972,873,791,810
Artesanal,2008,CHATARRA,301,296,285,301,345,352,296,322,331,381,331,303,315
Artesanal,2008,AGRIA COLA,773,740,774,760,729,729,744,733,747,741,783,716,749
Artesanal,2008,CABRILLA,1756,1691,1924,1702,1608,1595,1606,1857,1953,1954,1885,1810,1778
Artesanal,2008,PARGO,1233,1274,853,1427,1088,871,1041,1014,822,840,1016,802,1049
Artesanal,2008,PARGO SEDA,2117,2172,2229,1984,2089,1716,1828,1788,1932,2006,2014,1931,1981
Artesanal,2008,DORADO,949,871,1308,1369,1344,1729,2057,2080,1194,903,707,756,1147
Artesanal,2008,MARLIN,950,1026,1080,1014,1122,1125,1063,775,1081,1077,1167,1360,1051
Artesanal,2008,MARLIN BLCO.,1884,2070,2262,2307,2428,1974,1875,1947,2015,2017,2198,2279,2097
Artesanal,2008,MARLIN ROS.,1034,1104,1212,1209,1251,1194,1314,1261,1206,1125,1102,1065,1169
Artesanal,2008,PEZ VELA,495,351,428,438,537,626,706,603,627,594,590,459,518
Artesanal,2008,PEZ ESPADA,2341,1920,2189,1944,1642,1680,1470,1417,1645,1463,1501,1368,1668
Artesanal,2008,WAHOO,884,1036,1240,1204,1220,1165,886,1075,1146,1036,1104,1016,1115
Artesanal,2008,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,2008,SARDINA,150,,130,,,130,130,115,,,,115,137
Artesanal,2008,ATUN,1192,1162,1508,1247,1560,1808,1337,1870,1558,1523,1358,1284,1472
Artesanal,2008,BALLYHOO,,,,,,,,,,,,,
Artesanal,2008,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,2008,CAZON,844,857,893,777,806,820,818,783,786,796,834,855,820
Artesanal,2008,POSTA,495,596,547,414,466,506,515,468,475,451,494,506,490
Artesanal,2008,MACO,500,417,463,463,400,619,554,610,586,530,425,681,540
Artesanal,2008,TREACHER,421,505,486,423,436,465,457,458,442,436,422,440,450
Artesanal,2008,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,2008,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,2008,CAMARON BLCO.,4219,4272,4877,5860,6400,6900,5065,5391,4923,6643,4844,4775,4863
Artesanal,2008,CAMARON CAFE,,,,,,,,,,,,,
Artesanal,2008,CAMARON ROSADO,2750,2500,2500,2500,3000,3250,2700,3333,2833,2625,2500,3000,2833
Artesanal,2008,CAMARON FIDEL,,,,,,,,,,,,,
Artesanal,2008,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,2008,CAMARON REAL,,,,,,,,,,,,,
Artesanal,2008,CAMARON TITI,2281,1907,1658,1873,1319,1238,1203,1363,1909,1255,2043,1902,1808
Artesanal,2008,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,2008,LANG PACIFICA (CTE),6828,8753,8082,6455,6428,6497,7118,6410,5736,7093,5419,6894,6781
Artesanal,2008,LANG CARIBE,6132,6078,6141,6000,6000,6000,6196,6174,5870,6095,6182,5302,6009
Artesanal,2008,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,2008,CALAMAR,750,,,,600,725,,450,,600,,700,650
Artesanal,2008,PULPO,1970,1919,1823,1470,1376,1236,1116,1071,1133,1429,1633,1714,1489
Artesanal,2008,BIVALVOS,5280,5952,5801,5864,5914,6230,5955,6140,5665,5487,5514,5585,5760
Artesanal,2008,CAMBUTE,750,750,,,,,,,,,,,750
Artesanal,2008,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,2008,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,2008,ALETA TIBURON,15785,17605,15972,15289,16759,16377,16397,17820,17600,16488,16508,14199,16614
Artesanal,2008,FILET,,3167,2567,2567,2167,1833,2250,2325,,2733,2500,2750,2447
Artesanal,2008,BUCHE,,,,,,,,,,,,,
Artesanal,2008,CANGREJO,717,500,580,530,1200,800,1100,833,800,1100,978,1300,840
Artesanal,2008,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,2008,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,2008,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,2008,PRIMERA GDE.,NA,1400,1816,1975,2056,1904,1491,2000,2000,2000,2000,936,1780
Industrial,2008,PRIMERA PEQ.,1545,1482,1554,1614,1346,1434,1236,1480,1791,1790,1618,1364,1521
Industrial,2008,CLASIFICADO,934,989,1048,1109,1099,1050,1081,1112,1043,1021,984,970,1037
Industrial,2008,CHATARRA,421,426,464,431,420,447,433,487,496,481,505,407,452
Industrial,2008,AGRIA COLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,500
Industrial,2008,CABRILLA,2100,1741,1987,1971,1718,1787,1841,2007,2144,2032,1830,2059,1935
Industrial,2008,PARGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,PARGO SEDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,DORADO,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,500
Industrial,2008,MARLIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,MARLIN BLCO.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,MARLIN ROS.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,PEZ VELA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,PEZ ESPADA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,WAHOO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,TOT PESC EVIS (1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,SARDINA,94,99,101,99,98,97,93,107,106,107,124,104,102
Industrial,2008,ATUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,BALLYHOO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,TOT PELAGICOS (2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,CAZON,542,594,755,472,376,460,646,733,600,647,725,600,596
Industrial,2008,POSTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,MACO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,TEEACHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,TOTAL TIBURON (3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,A. PESCADOS (1+2+3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Industrial,2008,CAMARON BLCO.,6714,6206,7371,7153,7917,8278,7769,8776,8658,8808,7962,8478,7841
Industrial,2008,CAMARON CAFE,5704,5546,6365,6556,6484,6317,8000,NA,NA,6414,6020,5854,6326
Industrial,2008,CAMARON ROSADO,2708,2841,3193,3194,3467,3449,3435,4049,4026,4127,3943,3928,3530
Industrial,2008,CAMARON FIDEL,2097,2194,2373,2547,2159,1978,1843,2062,2185,2195,2229,2259,2177
Industrial,2008,CAMARON CAMELLO,859,1086,1188,1102,1102,1096,1201,1203,1200,1273,1300,1320,1161
Industrial,2008,CAMARON REAL,1500,1189,0,1410,1200,1200,1200,1200,1679,2500,1657,1657,1366
Industrial,2008,CAMARON TITI,1279,1273,1941,2101,1748,1877,1024,1732,1573,1926,1520,1545,1628
Industrial,2008,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,2008,LANG PACIFICA (CTE),,,,,,,,,,7000,,,
Industrial,2008,LANG CARIBE,,,,,,,,,,,,,
Industrial,2008,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,2008,CALAMAR,300,,,,478,450,364,400,,,,,399
Industrial,2008,PULPO,,,,,,,,,,,,,
Industrial,2008,BIVALVOS,,,,,,,,,,,,,
Industrial,2008,CAMBUTE,,,,,,,,,,,,,
Industrial,2008,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,2008,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,2008,ALETA TIBURON,,,,,,,,,,,,,
Industrial,2008,FILET,,,,,,,,,,,,,
Industrial,2008,BUCHE,,,,,,,,,,,,,
Industrial,2008,CANGREJO,500,,600,250,,,,,,,,,450
Artesanal,2009,PRIMERA GDE.,1914,1962,1967,1984,1247,1147,1251,1316,1363,1648,1764,1735,1569
Artesanal,2009, PRIMERA PEQ.,1494,1418,1474,1606,1442,1323,1341,1414,1379,1615,1566,1493,1452
Artesanal,2009, CLASIFICADO,808,776,775,791,791,791,817,802,811,966,867,755,804
Artesanal,2009, CHATARRA,322,322,330,328,298,304,328,314,310,393,316,309,319
Artesanal,2009, AGRIA COLA,746,761,780,743,743,713,739,730,714,742,741,697,736
Artesanal,2009, CABRILLA,1788,1745,1844,1800,1616,1476,1394,1569,1733,1774,1832,1868,1694
Artesanal,2009, PARGO,861,1235,826,895,796,1235,1252,1078,1017,1818,947,830,1055
Artesanal,2009, PARGO SEDA,2261,2295,2078,2149,1733,1231,1550,1578,1688,1869,2065,1894,1804
Artesanal,2009, DORADO,906,1073,1783,2074,1722,1618,1999,1769,1343,990,869,643,1191
Artesanal,2009, MARLIN,650,1057,950,1140,1382,1241,985,907,993,1200,1106,656,1043
Artesanal,2009, MARLIN BLCO.,2296,2490,2620,2660,2345,1852,1877,1774,1726,1577,1784,1824,1993
Artesanal,2009, MARLIN ROS.,1129,1142,1194,1293,1298,1234,1161,1191,1164,1101,1034,855,1128
Artesanal,2009, PEZ VELA,514,558,548,567,597,552,364,325,342,375,493,458,463
Artesanal,2009, PEZ ESPADA,1750,2230,1832,1889,1981,1623,1543,1436,1423,1482,1754,1508,1645
Artesanal,2009, WAHOO,1205,1360,1335,1067,1200,1010,1000,1245,1096,1057,1121,855,1141
Artesanal,2009, TOT PESC EVIS (1),0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, SARDINA,0,0,140,140,0,150,0,0,275,220,255,285,236
Artesanal,2009, ATUN,1451,1591,1603,1807,1753,1512,1771,1783,1619,1715,1199,1777,1645
Artesanal,2009, BALLYHOO,0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, TOT PELAGICOS (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, CAZON,815,865,876,877,870,927,959,1008,1021,992,926,737,910
Artesanal,2009, POSTA,607,540,611,506,550,521,560,609,675,936,617,442,590
Artesanal,2009, MACO,500,500,521,629,463,520,470,267,433,425,520,421,476
Artesanal,2009, TREACHER,486,495,604,519,441,425,297,287,303,347,405,415,390
Artesanal,2009, TOTAL TIBURON (3),0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, A. PESCADOS (1+2+3),0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, CAMARON BLCO.,4824,5069,5401,6073,5069,4946,4973,5015,5278,5350,5258,5299,5211
Artesanal,2009, CAMARON CAFE,0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, CAMARON ROSADO,2583,2500,2500,0,0,3750,3967,4000,6000,3500,3500,0,3300
Artesanal,2009, CAMARON FIDEL,0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, CAMARON CAMELLO,0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, CAMARON REAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, CAMARON TITI,1988,1989,2078,1647,1618,1538,1570,1910,1650,965,1609,2535,1738
Artesanal,2009, TOT CAMARON   (4),0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, LANG PACIFICA (CTE),5037,5053,5457,6306,7750,7500,6106,6339,5893,7200,6400,5196,5971
Artesanal,2009, LANG CARIBE,3906,3884,4174,5265,5500,6000,5400,4267,4121,4043,4000,4453,4212
Artesanal,2009, TOT LANGOSTA  (5),0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, CALAMAR,0,800,800,667,800,0,795,0,1300,0,1250,0,876
Artesanal,2009, PULPO,1865,1955,2246,2111,1753,1159,1138,1371,1143,1292,1721,2140,1601
Artesanal,2009, BIVALVOS,5686,4555,3227,2228,2511,3984,4714,4522,3839,4931,5773,4808,3822
Artesanal,2009, CAMBUTE,0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, TOT MOLUSCOS  (6)*,0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, B. TOT MARISCOS (4+5+6),0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, ALETA TIBURON,12704,14101,14351,13318,12529,13109,12800,13494,14082,13637,14290,14262,13530
Artesanal,2009, FILET,2488,2200,1950,1594,1844,1740,1713,1800,2040,2367,1800,0,1908
Artesanal,2009, BUCHE,0,0,0,0,0,0,0,0,0,0,0,0,0
Artesanal,2009, CANGREJO,700,700,714,764,700,700,0,700,0,0,0,700,718
